lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,roll_no,gender,race_ethnicity,parental_level_of_education,Cluster
0,0,27,77,95,61,260,std-4199,male,group D,some high school,4
0,0,48,40,76,79,243,std-4200,male,group E,some high school,0
1,0,62,60,54,88,264,std-4201,male,group E,some college,0
1,0,31,78,84,90,283,std-4202,male,group E,some high school,0
0,1,44,88,75,57,264,std-4203,male,group D,some high school,4
1,1,69,89,80,61,299,std-4204,male,group C,bachelor's degree,2
0,0,56,78,85,99,318,std-4205,male,group D,bachelor's degree,4
0,0,46,65,37,57,205,std-4206,male,group B,high school,0
1,1,23,81,68,86,258,std-4207,male,group A,bachelor's degree,0
0,1,63,54,100,56,273,std-4208,male,group C,some college,2
0,0,76,71,82,66,295,std-4209,male,group D,master's degree,4
1,0,67,79,44,63,253,std-4211,male,group D,high school,4
1,0,44,83,100,24,251,std-4212,male,group C,associate's degree,2
1,0,76,84,53,53,266,std-4213,male,group D,associate's degree,4
0,0,31,57,41,71,200,std-4214,male,group B,some high school,0
0,0,55,76,86,74,291,std-4215,male,group C,master's degree,2
1,1,85,68,62,80,295,std-4216,male,group A,high school,0
1,0,49,70,53,47,219,std-4217,male,group E,some high school,0
1,0,40,51,61,92,244,std-4218,male,group C,bachelor's degree,2
1,0,91,67,57,69,284,std-4219,male,group E,bachelor's degree,0
0,1,20,45,60,57,182,std-4220,male,group A,associate's degree,0
1,0,98,89,67,59,313,std-4221,male,group E,some high school,0
0,1,68,99,100,94,361,std-4222,male,group B,some college,0
0,0,15,38,89,67,209,std-4223,male,group D,some college,4
1,1,100,91,97,70,358,std-4224,male,group B,some high school,0
0,0,55,51,50,13,169,std-4225,male,group D,some high school,4
1,0,31,72,48,83,234,std-4226,male,group D,some college,4
1,1,99,66,78,60,303,std-4227,male,group D,high school,4
1,1,18,89,72,27,206,std-4228,male,group A,some college,0
1,0,49,92,57,54,252,std-4229,male,group E,bachelor's degree,0
1,1,38,82,100,72,292,std-4230,male,group A,high school,0
1,0,90,75,97,70,332,std-4231,male,group D,some college,4
0,0,39,69,86,100,294,std-4232,male,group B,high school,0
1,0,89,76,55,79,299,std-4233,male,group B,associate's degree,0
1,0,51,100,65,70,286,std-4234,male,group D,some college,4
0,0,42,38,88,49,217,std-4235,male,group E,some high school,0
1,0,64,58,66,28,216,std-4236,male,group A,bachelor's degree,0
0,0,91,83,21,92,287,std-4237,male,group B,associate's degree,0
1,0,50,43,35,63,191,std-4238,male,group D,associate's degree,4
0,0,27,95,76,56,254,std-4239,male,group E,master's degree,0
1,1,84,98,72,57,311,std-4240,male,group B,associate's degree,0
1,1,53,71,73,79,276,std-4241,male,group C,some college,2
0,1,83,63,100,65,311,std-4242,male,group B,some college,0
1,1,59,28,74,39,200,std-4243,male,group D,bachelor's degree,4
0,0,22,73,87,69,251,std-4244,male,group D,associate's degree,4
0,0,39,59,95,66,259,std-4245,male,group A,high school,0
1,0,24,93,89,96,302,std-4246,male,group C,master's degree,2
1,1,57,79,52,42,230,std-4247,male,group C,some high school,2
0,0,41,75,90,78,284,std-4248,male,group A,master's degree,0
1,0,61,57,71,91,280,std-4249,male,group B,associate's degree,0
1,1,58,90,51,77,276,std-4250,male,group D,some high school,4
0,0,33,94,29,74,230,std-4251,male,group B,master's degree,0
1,1,71,79,38,78,266,std-4252,male,group C,some high school,2
0,1,35,67,50,34,186,std-4253,male,group B,associate's degree,0
1,0,59,62,56,32,209,std-4254,male,group B,high school,0
1,1,14,89,64,73,240,std-4255,male,group D,high school,4
0,1,97,45,76,68,286,std-4256,male,group D,master's degree,4
1,0,51,46,92,55,244,std-4258,male,group B,some high school,0
1,0,19,51,83,89,242,std-4259,male,group C,some high school,2
1,0,24,96,66,51,237,std-4260,male,group D,associate's degree,4
1,0,36,56,72,74,238,std-4261,male,group B,associate's degree,0
0,0,51,100,100,53,304,std-4262,male,group D,high school,4
1,1,34,46,47,68,195,std-4263,male,group C,master's degree,2
0,0,6,68,54,75,203,std-4264,male,group D,high school,4
1,1,10,95,67,82,254,std-4265,male,group C,associate's degree,2
0,0,64,48,58,25,195,std-4266,male,group D,some college,4
0,0,41,52,43,56,192,std-4267,male,group D,high school,4
0,1,39,55,74,55,223,std-4268,male,group D,high school,4
0,0,51,71,82,47,251,std-4269,male,group A,high school,0
0,0,53,67,65,63,248,std-4270,male,group C,master's degree,2
0,0,62,41,75,54,232,std-4271,male,group C,some high school,2
0,1,33,86,99,50,268,std-4272,male,group D,associate's degree,4
1,0,38,90,75,100,303,std-4273,male,group C,some college,2
1,0,41,86,49,39,215,std-4274,male,group D,some college,4
0,1,53,81,99,70,303,std-4275,male,group B,some college,0
0,1,40,99,46,85,270,std-4276,male,group B,bachelor's degree,0
1,0,26,56,57,71,210,std-4277,male,group B,some high school,0
0,0,79,86,67,83,315,std-4278,male,group D,bachelor's degree,4
1,0,85,61,80,66,292,std-4279,male,group A,some high school,0
1,0,94,55,63,43,255,std-4280,male,group B,associate's degree,0
1,0,41,71,60,55,227,std-4281,male,group C,bachelor's degree,2
0,0,23,92,39,56,210,std-4282,male,group A,some college,0
1,0,41,44,68,100,253,std-4283,male,group D,bachelor's degree,4
0,0,33,80,86,100,299,std-4284,male,group D,bachelor's degree,4
1,0,51,62,76,73,262,std-4285,male,group D,high school,4
0,0,51,39,50,54,194,std-4286,male,group A,master's degree,0
0,0,44,64,42,38,188,std-4287,male,group C,high school,2
0,1,60,17,100,59,236,std-4288,male,group B,high school,0
1,0,27,100,48,49,224,std-4289,male,group D,some college,4
1,1,43,83,85,15,226,std-4290,male,group A,associate's degree,0
1,0,86,90,76,91,343,std-4291,male,group B,bachelor's degree,0
1,0,67,80,74,94,315,std-4292,male,group B,bachelor's degree,0
0,1,40,73,94,39,246,std-4293,male,group E,high school,0
0,1,41,100,64,58,263,std-4294,male,group B,bachelor's degree,0
1,1,50,29,98,53,230,std-4295,male,group A,bachelor's degree,0
0,0,84,57,100,80,321,std-4296,male,group A,master's degree,0
1,0,61,89,29,54,233,std-4297,male,group A,master's degree,0
1,0,77,97,85,95,354,std-4298,male,group D,some high school,4
1,1,23,60,66,33,182,std-4299,male,group B,some college,0
0,1,31,100,100,100,331,std-4300,male,group B,bachelor's degree,0
1,0,29,37,46,75,187,std-4301,male,group C,high school,2
1,0,53,94,100,90,337,std-4302,male,group A,some college,0
1,1,51,71,78,100,300,std-4303,male,group D,some college,4
1,0,47,57,31,80,215,std-4304,male,group D,some high school,4
1,0,60,61,59,86,266,std-4305,male,group D,high school,4
0,0,70,95,49,87,301,std-4306,male,group D,some college,4
1,1,0,90,92,59,241,std-4307,male,group D,bachelor's degree,4
0,0,88,75,72,52,287,std-4308,male,group A,associate's degree,0
0,0,38,95,63,78,274,std-4309,male,group D,some college,4
0,1,76,85,53,39,253,std-4311,male,group D,master's degree,4
1,1,29,59,57,73,218,std-4312,male,group D,high school,4
1,0,57,64,79,96,296,std-4313,male,group C,some high school,2
1,1,33,73,53,46,205,std-4314,male,group D,bachelor's degree,4
1,1,76,81,89,87,333,std-4315,male,group B,high school,0
0,0,20,87,43,43,193,std-4316,male,group B,bachelor's degree,0
0,1,17,88,97,78,280,std-4317,male,group D,some college,4
1,0,72,62,53,87,274,std-4318,male,group B,high school,0
0,0,28,74,58,63,223,std-4319,male,group D,master's degree,4
0,0,100,56,51,90,297,std-4320,male,group B,some college,0
1,0,48,98,53,42,241,std-4321,male,group B,some college,0
1,0,48,91,29,25,193,std-4322,male,group E,high school,0
0,1,73,92,59,43,267,std-4323,male,group D,associate's degree,4
1,0,98,80,58,42,278,std-4324,male,group C,some college,2
1,0,43,78,96,100,317,std-4325,male,group C,bachelor's degree,2
0,0,66,82,66,71,285,std-4326,male,group C,master's degree,2
1,0,100,50,57,53,260,std-4327,male,group C,high school,2
0,0,65,100,87,97,349,std-4328,male,group C,some college,2
0,0,31,81,72,39,223,std-4329,male,group E,high school,0
1,1,54,100,67,94,315,std-4330,male,group B,associate's degree,0
1,0,21,93,55,36,205,std-4331,male,group D,associate's degree,4
0,0,22,56,52,84,214,std-4332,male,group E,some high school,0
0,0,77,90,91,100,358,std-4333,male,group A,some college,0
1,1,64,97,64,89,314,std-4334,male,group B,associate's degree,0
1,0,64,40,79,93,276,std-4335,male,group E,bachelor's degree,0
0,1,27,81,61,49,218,std-4337,male,group D,high school,4
1,0,36,37,53,74,200,std-4338,male,group B,high school,0
1,0,21,85,54,83,243,std-4339,male,group D,associate's degree,4
0,0,16,74,80,30,200,std-4340,male,group C,high school,2
0,0,49,93,72,50,264,std-4341,male,group E,some high school,0
1,1,63,33,47,48,191,std-4342,male,group D,master's degree,4
1,0,46,51,72,99,268,std-4343,male,group C,high school,2
0,1,100,84,35,44,263,std-4344,male,group C,high school,2
1,1,49,77,87,50,263,std-4345,male,group E,some high school,0
1,1,40,79,95,67,281,std-4346,male,group E,associate's degree,0
0,0,52,77,74,62,265,std-4347,male,group E,high school,0
0,1,40,65,71,48,224,std-4348,male,group A,high school,0
1,1,97,83,86,50,316,std-4349,male,group D,some college,4
0,0,66,23,84,92,265,std-4350,male,group C,bachelor's degree,2
1,0,43,87,99,71,300,std-4351,male,group C,some college,2
1,0,51,99,38,93,281,std-4352,male,group C,some college,2
1,1,16,100,70,80,266,std-4353,male,group E,high school,0
0,1,50,68,80,94,292,std-4354,male,group B,some high school,0
0,1,24,72,21,45,162,std-4355,male,group C,some college,2
0,0,44,72,77,76,269,std-4357,male,group C,master's degree,2
1,1,27,36,86,61,210,std-4358,male,group C,high school,2
1,0,34,100,70,58,262,std-4359,male,group B,associate's degree,0
1,0,21,96,59,56,232,std-4360,male,group A,associate's degree,0
0,0,39,62,97,44,242,std-4362,male,group D,some college,4
0,1,16,66,67,36,185,std-4363,male,group C,high school,2
0,1,64,79,69,87,299,std-4364,male,group D,bachelor's degree,4
1,0,81,51,79,58,269,std-4365,male,group E,bachelor's degree,0
1,1,96,61,42,38,237,std-4366,male,group C,associate's degree,2
1,0,37,43,62,69,211,std-4367,male,group B,bachelor's degree,0
1,0,75,75,59,87,296,std-4368,male,group B,associate's degree,0
1,0,73,50,80,64,267,std-4369,male,group B,some college,0
1,0,30,76,76,63,245,std-4370,male,group D,high school,4
0,1,72,93,43,93,301,std-4371,male,group B,some college,0
0,1,35,77,37,43,192,std-4372,male,group B,high school,0
1,0,62,42,77,84,265,std-4373,male,group B,some college,0
1,1,7,50,60,36,269,std-4374,male,group D,bachelor's degree,4
1,0,46,100,94,94,334,std-4377,male,group C,high school,2
1,0,39,92,80,57,268,std-4378,male,group E,master's degree,0
0,0,12,74,93,70,249,std-4379,male,group C,some college,2
1,0,64,100,100,80,344,std-4380,male,group C,associate's degree,2
1,1,58,73,76,63,270,std-4381,male,group B,high school,0
1,0,24,67,75,40,206,std-4382,male,group C,master's degree,2
1,0,86,86,89,34,295,std-4383,male,group E,associate's degree,0
0,0,34,100,70,90,294,std-4384,male,group C,bachelor's degree,2
0,1,44,43,95,72,254,std-4385,male,group D,associate's degree,4
1,0,81,36,50,48,215,std-4386,male,group E,some college,0
1,0,42,76,71,38,227,std-4387,male,group D,some college,4
1,1,89,53,75,58,275,std-4388,male,group D,associate's degree,4
1,0,27,77,44,64,212,std-4389,male,group D,master's degree,4
1,1,25,57,73,69,224,std-4390,male,group B,master's degree,0
1,1,42,90,73,100,305,std-4391,male,group A,some college,0
0,0,65,66,84,80,295,std-4392,male,group D,associate's degree,4
1,1,19,82,73,40,214,std-4393,male,group C,some high school,2
1,0,33,88,69,73,263,std-4394,male,group D,master's degree,4
0,0,41,94,76,87,298,std-4395,male,group C,associate's degree,2
1,1,43,53,66,59,221,std-4396,male,group C,some college,2
1,0,27,92,75,92,286,std-4397,male,group C,bachelor's degree,2
0,0,19,17,62,69,167,std-4398,male,group E,some high school,0
0,0,69,60,64,77,270,std-4399,male,group C,associate's degree,2
1,0,32,91,58,90,271,std-4400,male,group E,master's degree,0
0,1,44,100,82,84,310,std-4402,male,group B,master's degree,0
1,1,59,85,99,98,341,std-4404,male,group C,some college,2
0,1,46,77,59,47,229,std-4405,male,group E,some college,0
0,0,80,100,45,93,318,std-4406,male,group C,bachelor's degree,2
1,0,88,40,42,44,214,std-4407,male,group D,associate's degree,4
1,0,49,28,74,64,215,std-4408,male,group D,some college,4
1,0,64,80,62,70,276,std-4409,male,group E,some high school,0
0,1,49,65,59,100,273,std-4410,male,group C,some college,2
1,1,38,87,66,31,222,std-4411,male,group B,high school,0
1,0,64,51,86,77,278,std-4412,male,group E,some high school,0
1,0,17,100,65,66,248,std-4414,male,group A,some college,0
1,1,98,38,82,51,269,std-4415,male,group D,some college,4
1,0,79,33,71,71,254,std-4416,male,group B,high school,0
1,1,11,100,54,61,226,std-4417,male,group C,some college,2
0,1,31,96,59,57,243,std-4418,male,group B,high school,0
1,0,70,82,31,81,264,std-4419,male,group D,some high school,4
0,0,53,54,95,82,284,std-4420,male,group D,high school,4
1,1,69,48,100,69,286,std-4421,male,group C,master's degree,2
0,0,48,60,59,92,259,std-4422,male,group B,high school,0
1,1,23,100,75,83,281,std-4423,male,group B,high school,0
0,1,86,100,57,72,315,std-4424,male,group D,high school,4
1,1,19,74,69,63,225,std-4425,male,group D,high school,4
1,1,51,83,62,35,231,std-4426,male,group E,bachelor's degree,0
1,0,62,86,94,35,277,std-4427,male,group C,associate's degree,2
0,1,32,67,50,96,245,std-4428,male,group D,master's degree,4
1,0,64,75,38,69,246,std-4429,male,group A,high school,0
1,0,30,100,47,100,277,std-4430,male,group C,high school,2
0,0,96,65,53,51,265,std-4431,male,group D,some college,4
1,0,75,59,74,58,266,std-4432,male,group C,associate's degree,2
0,1,58,60,99,35,252,std-4433,male,group D,high school,4
0,1,60,44,65,48,217,std-4434,male,group E,some college,0
0,0,49,81,64,74,268,std-4435,male,group C,bachelor's degree,2
1,1,49,96,47,75,267,std-4436,male,group D,high school,4
1,0,34,61,75,75,245,std-4437,male,group B,high school,0
0,1,61,86,73,53,273,std-4438,male,group E,some college,0
1,0,43,89,29,90,251,std-4439,male,group D,some college,4
1,0,41,100,79,64,284,std-4440,male,group C,high school,2
1,0,73,82,54,100,309,std-4441,male,group E,some college,0
1,1,56,76,73,79,284,std-4442,male,group B,high school,0
0,1,88,68,95,31,282,std-4443,male,group B,high school,0
0,0,87,56,63,100,306,std-4444,male,group B,some college,0
1,0,69,91,92,71,323,std-4445,male,group D,high school,4
1,0,39,61,71,79,250,std-4446,male,group C,some high school,2
1,0,65,67,80,69,281,std-4447,male,group D,some college,4
0,0,25,93,69,85,272,std-4448,male,group D,some high school,4
1,0,38,49,77,65,229,std-4449,male,group C,associate's degree,2
0,1,72,66,80,56,274,std-4450,male,group B,some high school,0
1,0,59,89,57,58,263,std-4451,male,group E,bachelor's degree,0
1,0,70,88,36,72,266,std-4452,male,group D,some college,4
1,1,48,81,60,87,276,std-4453,male,group D,some high school,4
0,0,76,76,72,59,283,std-4454,male,group D,some high school,4
0,0,63,93,66,61,283,std-4455,male,group D,some college,4
1,0,44,99,56,72,271,std-4456,male,group D,associate's degree,4
1,0,34,86,65,74,259,std-4457,male,group B,some college,0
1,0,50,50,80,62,242,std-4458,male,group C,high school,2
0,0,96,82,45,100,323,std-4459,male,group A,master's degree,0
1,0,61,93,79,80,313,std-4460,male,group D,high school,4
0,0,33,90,58,100,281,std-4461,male,group E,some college,0
0,1,69,98,75,86,328,std-4462,male,group D,bachelor's degree,4
0,0,26,87,55,68,236,std-4463,male,group A,high school,0
0,0,34,70,30,30,164,std-4464,male,group D,high school,4
0,0,57,87,93,53,290,std-4465,male,group C,high school,2
1,0,44,81,46,80,251,std-4466,male,group D,master's degree,4
1,0,32,76,66,46,220,std-4467,male,group A,master's degree,0
0,0,82,79,63,44,268,std-4468,male,group C,some high school,2
1,1,67,85,33,100,285,std-4469,male,group D,high school,4
1,0,76,51,77,99,303,std-4470,male,group E,some high school,0
0,1,61,79,88,79,307,std-4471,male,group D,associate's degree,4
1,0,28,100,58,70,256,std-4472,male,group B,some college,0
1,0,64,68,85,31,248,std-4474,male,group B,some college,0
1,1,51,95,84,66,296,std-4475,male,group D,some college,4
1,1,35,84,56,100,275,std-4476,male,group B,bachelor's degree,0
1,1,37,66,80,56,239,std-4477,male,group D,some college,4
1,1,54,70,97,35,256,std-4478,male,group D,high school,4
0,1,77,51,51,33,212,std-4479,male,group C,associate's degree,2
1,0,45,57,69,57,228,std-4480,male,group D,associate's degree,4
0,0,52,47,55,43,197,std-4481,male,group B,some high school,0
0,1,54,45,64,58,221,std-4482,male,group D,high school,4
1,0,65,100,76,93,334,std-4483,male,group C,associate's degree,2
0,0,65,55,33,72,225,std-4484,male,group D,some college,4
1,1,62,20,70,53,205,std-4485,male,group C,associate's degree,2
1,0,100,77,50,87,314,std-4486,male,group E,high school,0
0,0,61,57,80,46,244,std-4487,male,group E,high school,0
1,1,96,95,94,50,335,std-4488,male,group C,some high school,2
0,1,67,84,67,82,300,std-4489,male,group C,some college,2
1,1,57,46,46,38,187,std-4490,male,group D,bachelor's degree,4
1,0,46,52,56,74,228,std-4491,male,group A,high school,0
0,0,15,71,70,59,215,std-4501,male,group E,high school,0
0,1,76,100,100,57,333,std-4504,male,group B,some college,0
1,0,45,100,61,96,302,std-4505,male,group C,bachelor's degree,2
0,0,53,44,60,47,204,std-4506,male,group A,high school,0
0,1,40,95,32,12,179,std-4507,male,group B,some high school,0
1,1,77,71,36,54,238,std-4508,male,group C,high school,2
1,0,38,100,100,84,322,std-4509,male,group D,high school,4
1,0,98,99,88,92,377,std-4510,male,group A,associate's degree,0
0,0,48,76,33,63,220,std-4511,male,group D,associate's degree,4
1,0,21,100,67,59,247,std-4512,male,group B,some college,0
0,0,51,68,54,14,187,std-4513,male,group E,master's degree,0
1,0,70,75,58,61,264,std-4514,male,group E,high school,0
0,1,60,36,49,72,217,std-4515,male,group E,bachelor's degree,0
0,0,30,61,81,61,233,std-4516,male,group C,some college,2
0,0,21,59,46,55,181,std-4517,male,group E,bachelor's degree,0
1,0,51,59,29,36,175,std-4518,male,group B,high school,0
1,1,45,82,77,58,262,std-4519,male,group A,some college,0
1,0,56,91,94,53,294,std-4520,male,group D,associate's degree,4
0,0,38,79,85,47,249,std-4521,male,group B,high school,0
1,1,46,99,100,65,310,std-4522,male,group E,high school,0
0,0,25,100,79,100,304,std-4523,male,group C,some college,2
0,1,81,53,51,46,231,std-4524,male,group C,associate's degree,2
0,0,61,91,96,100,348,std-4525,male,group D,some high school,4
1,1,70,100,82,51,303,std-4526,male,group C,high school,2
1,1,0,43,100,36,179,std-4527,male,group E,associate's degree,0
1,1,76,93,46,99,314,std-4528,male,group A,bachelor's degree,0
1,0,50,90,73,38,251,std-4529,male,group D,some high school,4
0,0,59,82,96,89,326,std-4530,male,group D,some college,4
1,0,75,83,57,75,290,std-4531,male,group A,some high school,0
1,1,74,100,35,98,307,std-4533,male,group E,some college,0
1,1,58,41,69,72,240,std-4534,male,group C,bachelor's degree,2
1,0,87,100,33,74,294,std-4535,male,group D,associate's degree,4
0,0,86,71,91,83,331,std-4536,male,group C,master's degree,2
1,0,59,91,74,52,276,std-4537,male,group C,high school,2
1,1,48,93,69,55,265,std-4538,male,group B,some high school,0
1,0,39,92,43,75,249,std-4540,male,group E,some high school,0
1,0,54,17,88,85,244,std-4541,male,group C,some high school,2
0,0,40,87,46,69,242,std-4542,male,group B,associate's degree,0
0,1,75,90,91,75,331,std-4543,male,group E,associate's degree,0
0,0,29,53,76,66,224,std-4544,male,group B,high school,0
0,0,77,34,63,76,250,std-4545,male,group B,some college,0
1,1,22,69,97,29,217,std-4546,male,group A,some high school,0
1,0,14,39,87,70,210,std-4547,male,group D,associate's degree,4
1,0,81,70,72,61,284,std-4548,male,group D,associate's degree,4
0,0,21,77,46,58,202,std-4549,male,group E,bachelor's degree,0
1,1,32,62,52,37,183,std-4550,male,group C,some college,2
0,0,37,66,56,68,227,std-4551,male,group B,bachelor's degree,0
0,1,33,96,66,31,226,std-4552,male,group D,associate's degree,4
0,1,51,65,64,36,216,std-4553,male,group D,some high school,4
1,1,63,79,98,33,273,std-4554,male,group D,high school,4
0,1,85,50,59,38,232,std-4555,male,group E,bachelor's degree,0
1,1,92,62,91,69,314,std-4556,male,group C,some college,2
0,1,93,79,77,90,339,std-4557,male,group D,some college,4
1,1,47,77,69,100,293,std-4558,male,group B,bachelor's degree,0
0,1,37,37,83,87,244,std-4559,male,group C,master's degree,2
1,0,66,69,68,41,244,std-4560,male,group C,high school,2
1,0,96,73,45,76,290,std-4561,male,group C,master's degree,2
0,1,72,43,60,68,243,std-4562,male,group B,some college,0
1,0,84,100,70,74,328,std-4563,male,group C,some college,2
1,0,48,77,55,86,266,std-4564,male,group C,some high school,2
1,1,70,82,49,97,298,std-4565,male,group B,some college,0
0,1,18,79,70,84,251,std-4566,male,group B,some high school,0
0,0,71,65,51,87,274,std-4567,male,group C,high school,2
1,0,62,56,67,63,248,std-4568,male,group C,master's degree,2
1,0,29,79,94,68,270,std-4569,male,group E,master's degree,0
1,0,71,43,46,90,250,std-4570,male,group B,associate's degree,0
0,0,44,51,49,40,184,std-4571,male,group B,some college,0
0,0,27,72,77,51,227,std-4573,male,group C,associate's degree,2
0,0,69,82,93,87,331,std-4574,male,group C,master's degree,2
1,0,86,72,97,59,314,std-4575,male,group A,high school,0
1,0,25,73,61,24,183,std-4576,male,group D,associate's degree,4
1,0,58,67,65,84,274,std-4577,male,group A,some college,0
1,0,0,100,73,33,206,std-4578,male,group D,bachelor's degree,4
1,0,23,90,51,97,261,std-4579,male,group A,associate's degree,0
0,0,47,93,76,76,292,std-4580,male,group A,associate's degree,0
0,0,34,54,62,55,205,std-4581,male,group A,bachelor's degree,0
1,1,58,80,32,75,245,std-4582,male,group B,master's degree,0
0,1,100,35,73,43,251,std-4583,male,group C,associate's degree,2
1,1,65,58,61,95,279,std-4584,male,group D,some college,4
1,1,94,36,69,63,262,std-4585,male,group B,associate's degree,0
1,0,42,50,48,64,204,std-4586,male,group B,some high school,0
1,0,58,66,81,98,303,std-4587,male,group C,some college,2
0,0,66,52,62,69,249,std-4588,male,group E,some high school,0
0,0,80,45,41,50,216,std-4589,male,group B,associate's degree,0
0,0,19,66,51,39,175,std-4590,male,group C,some high school,2
0,0,61,37,70,85,253,std-4591,male,group D,high school,4
0,0,41,82,37,39,199,std-4592,male,group A,bachelor's degree,0
1,1,78,60,81,23,242,std-4593,male,group D,some high school,4
1,0,29,29,61,75,194,std-4594,male,group D,associate's degree,4
1,1,63,82,77,80,302,std-4595,male,group D,some college,4
1,0,88,94,98,42,322,std-4596,male,group D,some college,4
0,1,21,52,73,49,195,std-4597,male,group C,bachelor's degree,2
0,0,51,67,63,41,222,std-4598,male,group D,some high school,4
1,1,38,67,94,40,239,std-4599,male,group D,associate's degree,4
1,1,100,59,92,98,349,std-4600,male,group E,bachelor's degree,0
1,1,25,81,49,54,209,std-4601,male,group C,bachelor's degree,2
0,1,83,76,87,62,308,std-4602,male,group C,bachelor's degree,2
1,0,63,85,64,90,302,std-4603,male,group C,associate's degree,2
1,0,34,58,77,55,224,std-4604,male,group D,bachelor's degree,4
1,0,23,77,64,100,264,std-4605,male,group A,high school,0
0,0,69,77,72,55,273,std-4606,male,group E,high school,0
1,0,39,85,54,71,249,std-4607,male,group C,high school,2
1,0,80,74,100,48,302,std-4608,male,group D,some college,4
1,0,68,85,67,82,302,std-4609,male,group C,some high school,2
0,0,73,65,84,71,293,std-4610,male,group C,bachelor's degree,2
1,0,24,87,87,46,244,std-4611,male,group C,bachelor's degree,2
1,0,31,100,24,75,230,std-4612,male,group C,some college,2
1,1,100,71,68,28,267,std-4614,male,group E,master's degree,0
0,0,72,100,85,76,333,std-4615,male,group D,associate's degree,4
0,0,34,66,62,66,228,std-4617,male,group E,some high school,0
0,0,17,69,51,99,236,std-4618,male,group A,high school,0
1,1,17,69,86,76,248,std-4619,male,group D,master's degree,4
0,0,15,100,96,75,286,std-4620,male,group B,some college,0
1,1,26,76,75,59,236,std-4621,male,group B,associate's degree,0
1,1,16,60,90,57,223,std-4622,male,group E,bachelor's degree,0
0,0,13,90,24,52,179,std-4623,male,group D,some college,4
0,1,52,83,76,81,292,std-4624,male,group B,associate's degree,0
1,1,72,94,100,74,340,std-4625,male,group C,associate's degree,2
1,0,11,68,64,57,200,std-4626,male,group C,some college,2
0,0,22,40,54,47,163,std-4627,male,group E,associate's degree,0
1,0,82,47,45,74,248,std-4628,male,group D,some high school,4
0,0,43,79,62,77,261,std-4629,male,group B,some high school,0
1,0,55,56,94,80,285,std-4630,male,group E,some high school,0
0,0,59,84,30,35,208,std-4631,male,group C,master's degree,2
1,0,76,85,80,57,298,std-4632,male,group E,some high school,0
1,1,45,17,39,81,182,std-4633,male,group B,high school,0
0,1,25,59,85,35,204,std-4634,male,group D,some college,4
0,0,40,54,32,71,197,std-4635,male,group D,bachelor's degree,4
0,0,32,78,72,46,228,std-4636,male,group B,high school,0
1,0,48,37,66,41,192,std-4637,male,group C,master's degree,2
1,1,79,53,72,100,304,std-4638,male,group A,master's degree,0
1,1,41,91,76,85,293,std-4639,male,group B,some college,0
0,0,55,90,67,78,290,std-4640,male,group B,some college,0
1,1,55,61,71,45,232,std-4641,male,group A,master's degree,0
1,0,31,56,81,42,210,std-4642,male,group D,bachelor's degree,4
1,0,24,43,83,50,200,std-4643,male,group D,some college,4
1,0,19,58,68,86,231,std-4644,male,group C,some college,2
1,0,93,56,64,19,232,std-4645,male,group C,bachelor's degree,2
0,0,53,87,89,56,285,std-4646,male,group D,associate's degree,4
1,0,25,100,51,82,258,std-4647,male,group E,some college,0
1,0,62,57,59,82,260,std-4648,male,group B,some college,0
1,0,38,77,51,60,226,std-4649,male,group E,some high school,0
0,1,58,69,56,44,227,std-4650,male,group B,high school,0
1,0,24,89,68,34,215,std-4651,male,group B,associate's degree,0
1,0,24,51,75,55,205,std-4652,male,group B,high school,0
1,0,39,88,64,88,279,std-4653,male,group C,associate's degree,2
1,1,42,36,88,49,215,std-4654,male,group C,some high school,2
0,1,49,78,58,72,257,std-4655,male,group C,associate's degree,2
0,0,33,99,96,72,300,std-4656,male,group E,master's degree,0
1,1,45,52,43,33,173,std-4657,male,group E,master's degree,0
0,0,38,48,61,54,201,std-4658,male,group A,associate's degree,0
0,0,91,100,84,60,335,std-4659,male,group B,bachelor's degree,0
1,0,68,54,47,84,253,std-4660,male,group D,high school,4
0,0,72,96,84,15,267,std-4662,male,group A,master's degree,0
1,0,75,100,100,92,367,std-4663,male,group B,associate's degree,0
0,0,46,49,90,55,240,std-4664,male,group A,high school,0
0,0,45,62,100,40,247,std-4665,male,group E,some college,0
1,0,37,60,98,38,233,std-4666,male,group D,associate's degree,4
0,0,37,96,73,82,288,std-4667,male,group C,associate's degree,2
1,0,76,60,40,60,236,std-4668,male,group B,associate's degree,0
0,1,68,59,78,87,292,std-4669,male,group D,some high school,4
0,0,56,85,63,79,283,std-4670,male,group C,some college,2
1,0,47,30,54,83,214,std-4671,male,group C,some high school,2
1,0,100,51,52,43,246,std-4672,male,group E,some high school,0
1,1,37,27,52,55,171,std-4673,male,group C,bachelor's degree,2
0,0,32,62,78,45,217,std-4674,male,group B,some high school,0
1,0,0,78,72,51,201,std-4675,male,group E,high school,0
1,0,37,100,83,35,255,std-4676,male,group C,some high school,2
1,1,48,83,74,82,287,std-4677,male,group E,high school,0
0,1,54,87,58,57,256,std-4678,male,group A,some high school,0
1,1,67,100,62,83,312,std-4679,male,group B,high school,0
1,1,79,100,45,39,263,std-4680,male,group E,some high school,0
0,0,76,69,66,64,275,std-4681,male,group C,bachelor's degree,2
0,0,62,79,33,67,241,std-4682,male,group C,master's degree,2
