TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,Cluster,Category
903.19,22,65,1,8627.08,Debit,El Paso,Online,Student,0,Transaksi Normal
142.19,18,27,4,524.46,Debit,Houston,Branch,Student,0,Transaksi Normal
847.45,28,175,1,422.32,Debit,Jacksonville,Branch,Student,0,Transaksi Normal
295.18,66,31,1,12961.53,Credit,Dallas,Branch,Doctor,1,Transaksi Abnormal
18.46,68,213,1,6381.6,Debit,Charlotte,Branch,Retired,0,Transaksi Normal
603.23,28,48,1,117.98,Debit,Detroit,Branch,Student,0,Transaksi Normal
54.5,57,147,1,1715.22,Credit,Philadelphia,Branch,Retired,1,Transaksi Abnormal
414.77,29,274,1,5599.81,Debit,San Francisco,Online,Doctor,0,Transaksi Normal
886.19,61,69,1,7904.24,Debit,Colorado Springs,Branch,Retired,0,Transaksi Normal
440.03,49,88,1,1490.44,Debit,San Jose,Online,Engineer,0,Transaksi Normal
35.46,56,285,1,1532.72,Debit,Nashville,ATM,Retired,0,Transaksi Normal
76.39,18,219,1,5976.0,Debit,Denver,Branch,Student,0,Transaksi Normal
595.91,19,162,1,1673.76,Credit,San Antonio,ATM,Student,1,Transaksi Abnormal
6.03,76,70,1,3290.72,Debit,Chicago,Branch,Retired,0,Transaksi Normal
249.34,26,197,1,3030.97,Debit,Charlotte,ATM,Engineer,0,Transaksi Normal
421.52,20,67,1,369.86,Debit,San Jose,Branch,Student,0,Transaksi Normal
189.77,58,24,1,6570.36,Debit,Raleigh,Branch,Engineer,0,Transaksi Normal
73.19,76,213,1,2264.98,Debit,Atlanta,Branch,Retired,0,Transaksi Normal
188.13,75,198,1,5029.87,Credit,Jacksonville,Online,Retired,1,Transaksi Abnormal
30.52,62,122,1,12327.74,Debit,Jacksonville,Branch,Doctor,0,Transaksi Normal
1235.69,20,118,1,420.25,Credit,San Jose,Branch,Student,1,Transaksi Abnormal
1159.39,41,150,1,6499.53,Debit,Oklahoma City,Online,Doctor,0,Transaksi Normal
170.24,62,133,1,5172.99,Debit,San Francisco,Branch,Retired,0,Transaksi Normal
56.62,54,121,1,8981.1,Debit,Austin,Branch,Doctor,0,Transaksi Normal
53.14,34,70,1,7915.0,Debit,Las Vegas,ATM,Doctor,0,Transaksi Normal
587.23,27,144,1,500.84,Debit,Omaha,Online,Student,0,Transaksi Normal
146.15,43,75,1,13784.4,Debit,Phoenix,Branch,Doctor,0,Transaksi Normal
21.27,62,114,1,7392.79,Credit,Indianapolis,Online,Retired,1,Transaksi Abnormal
1397.59,26,144,1,1134.79,Credit,Austin,ATM,Student,1,Transaksi Abnormal
76.02,34,189,1,14765.41,Credit,Albuquerque,Online,Doctor,1,Transaksi Abnormal
170.19,27,156,5,745.87,Credit,Los Angeles,Branch,Student,1,Transaksi Abnormal
155.51,68,15,1,5360.19,Debit,Raleigh,ATM,Doctor,0,Transaksi Normal
135.15,72,50,1,5878.14,Debit,Colorado Springs,Online,Retired,0,Transaksi Normal
39.48,56,38,1,5889.51,Debit,Omaha,ATM,Retired,0,Transaksi Normal
451.68,33,15,1,4381.54,Debit,Houston,Online,Engineer,0,Transaksi Normal
19.11,49,160,1,8478.46,Credit,Colorado Springs,Online,Engineer,1,Transaksi Abnormal
355.0,26,33,1,185.47,Credit,Fort Worth,Online,Student,1,Transaksi Abnormal
427.69,43,236,1,2443.54,Debit,Raleigh,ATM,Engineer,0,Transaksi Normal
254.86,23,102,1,699.9,Debit,Boston,Branch,Student,0,Transaksi Normal
19.48,27,114,1,4739.59,Debit,Dallas,ATM,Engineer,0,Transaksi Normal
190.17,49,265,1,12893.85,Debit,Baltimore,ATM,Doctor,0,Transaksi Normal
91.38,65,179,1,2402.58,Debit,Jacksonville,ATM,Retired,0,Transaksi Normal
206.63,59,128,1,7626.53,Credit,Oklahoma City,Online,Retired,1,Transaksi Abnormal
93.22,52,52,1,1014.63,Debit,Charlotte,Online,Retired,0,Transaksi Normal
547.98,28,171,1,1358.54,Debit,Oklahoma City,ATM,Student,0,Transaksi Normal
641.06,23,25,1,1602.13,Debit,Colorado Springs,ATM,Student,0,Transaksi Normal
314.55,27,19,2,1105.89,Credit,Dallas,Branch,Student,1,Transaksi Abnormal
836.45,61,63,1,1731.89,Debit,Virginia Beach,Online,Retired,0,Transaksi Normal
1095.09,29,52,1,8692.47,Debit,San Francisco,ATM,Engineer,0,Transaksi Normal
189.45,53,62,1,12578.75,Credit,Boston,Branch,Doctor,1,Transaksi Abnormal
91.84,67,80,1,1712.41,Credit,Mesa,Branch,Retired,1,Transaksi Abnormal
609.52,78,169,1,3485.03,Debit,Washington,ATM,Retired,0,Transaksi Normal
859.3,78,68,1,1146.78,Credit,Colorado Springs,Branch,Retired,1,Transaksi Abnormal
100.01,50,63,1,6393.12,Debit,Philadelphia,ATM,Doctor,0,Transaksi Normal
28.78,40,51,1,680.55,Credit,Tucson,Online,Doctor,1,Transaksi Abnormal
111.08,70,83,1,7037.34,Debit,Chicago,Online,Doctor,0,Transaksi Normal
470.96,69,124,2,12991.03,Credit,Indianapolis,Online,Doctor,1,Transaksi Abnormal
52.23,28,96,1,105.01,Credit,San Francisco,Branch,Student,1,Transaksi Abnormal
78.62,32,52,1,1360.85,Debit,Oklahoma City,Branch,Doctor,0,Transaksi Normal
47.79,25,37,1,1649.92,Debit,Denver,Branch,Student,0,Transaksi Normal
333.97,52,45,1,5237.36,Debit,Fresno,Branch,Doctor,0,Transaksi Normal
30.87,33,295,1,14348.65,Debit,Fresno,ATM,Doctor,0,Transaksi Normal
710.43,67,115,1,5625.55,Debit,San Diego,Online,Retired,0,Transaksi Normal
220.23,41,48,1,3438.02,Debit,Milwaukee,ATM,Engineer,0,Transaksi Normal
27.28,29,96,1,10668.24,Debit,Atlanta,ATM,Doctor,0,Transaksi Normal
101.52,49,98,1,2018.9,Debit,Tucson,ATM,Engineer,0,Transaksi Normal
162.65,59,147,1,9500.95,Debit,New York,ATM,Engineer,0,Transaksi Normal
10.52,55,30,1,2472.99,Debit,Kansas City,ATM,Retired,0,Transaksi Normal
270.72,38,37,1,6522.47,Debit,Los Angeles,Branch,Doctor,0,Transaksi Normal
202.34,20,134,1,1223.45,Debit,New York,Online,Student,0,Transaksi Normal
247.58,39,152,1,778.74,Debit,San Antonio,ATM,Engineer,0,Transaksi Normal
686.17,61,96,1,2246.15,Debit,Denver,ATM,Retired,0,Transaksi Normal
359.65,25,289,1,219.53,Credit,Jacksonville,Online,Student,1,Transaksi Abnormal
109.91,38,90,1,12896.06,Debit,Seattle,Branch,Doctor,0,Transaksi Normal
215.72,30,137,1,8697.11,Credit,Columbus,Branch,Engineer,1,Transaksi Abnormal
490.76,66,156,1,6414.11,Debit,Columbus,Online,Retired,0,Transaksi Normal
224.28,64,68,1,5767.51,Debit,Chicago,Online,Retired,0,Transaksi Normal
614.03,68,51,1,2815.86,Debit,Dallas,ATM,Retired,0,Transaksi Normal
608.79,55,157,1,2991.17,Debit,Fort Worth,Online,Engineer,0,Transaksi Normal
186.55,48,288,1,224.65,Debit,Philadelphia,Branch,Engineer,0,Transaksi Normal
840.16,20,68,1,1236.76,Credit,Colorado Springs,Branch,Student,1,Transaksi Abnormal
203.34,60,66,1,13586.99,Debit,Phoenix,ATM,Doctor,0,Transaksi Normal
90.88,26,284,1,7117.35,Debit,Colorado Springs,ATM,Engineer,0,Transaksi Normal
60.11,61,122,1,7235.87,Credit,Albuquerque,Branch,Retired,1,Transaksi Abnormal
393.92,72,47,1,7318.64,Debit,Memphis,Branch,Retired,0,Transaksi Normal
19.39,43,45,1,9847.6,Debit,Colorado Springs,ATM,Doctor,0,Transaksi Normal
557.41,80,49,1,2968.75,Credit,Washington,Online,Retired,1,Transaksi Abnormal
57.07,31,99,1,9323.71,Credit,Boston,Online,Doctor,1,Transaksi Abnormal
395.27,18,167,1,1764.08,Credit,Miami,Online,Student,1,Transaksi Abnormal
289.05,75,116,1,5683.49,Debit,New York,ATM,Retired,0,Transaksi Normal
46.11,33,233,1,5225.73,Debit,San Francisco,Online,Doctor,0,Transaksi Normal
335.5,63,47,1,6445.4,Debit,Sacramento,ATM,Retired,0,Transaksi Normal
388.07,24,68,1,289.71,Debit,Seattle,Online,Student,0,Transaksi Normal
520.86,51,66,1,9200.74,Credit,Sacramento,Online,Engineer,1,Transaksi Abnormal
787.41,25,39,1,300.87,Debit,Memphis,Online,Student,0,Transaksi Normal
31.7,48,121,1,743.9,Credit,Raleigh,ATM,Doctor,1,Transaksi Abnormal
22.3,21,90,1,1200.35,Debit,Philadelphia,ATM,Student,0,Transaksi Normal
203.12,56,181,1,1562.39,Debit,San Jose,ATM,Retired,0,Transaksi Normal
315.94,49,172,1,7719.71,Credit,Raleigh,Branch,Doctor,1,Transaksi Abnormal
192.23,54,39,3,2610.67,Debit,Albuquerque,Online,Engineer,0,Transaksi Normal
1510.71,66,51,1,2060.02,Debit,Oklahoma City,Online,Retired,0,Transaksi Normal
0.26,20,173,1,1833.67,Debit,Oklahoma City,Online,Student,0,Transaksi Normal
210.77,71,161,1,5396.65,Debit,Mesa,ATM,Retired,0,Transaksi Normal
406.65,57,107,1,12995.7,Debit,Mesa,ATM,Doctor,0,Transaksi Normal
422.9,40,111,1,7616.43,Debit,Tucson,ATM,Engineer,0,Transaksi Normal
20.62,35,225,1,12500.8,Credit,Philadelphia,ATM,Doctor,1,Transaksi Abnormal
174.39,19,36,1,1127.08,Debit,San Francisco,ATM,Student,0,Transaksi Normal
7.86,76,91,1,3621.98,Credit,Sacramento,Branch,Retired,1,Transaksi Abnormal
61.98,49,44,1,5212.28,Debit,Denver,Online,Engineer,0,Transaksi Normal
54.85,58,40,1,2727.45,Credit,San Francisco,Branch,Retired,1,Transaksi Abnormal
204.7,49,95,5,5117.03,Debit,Oklahoma City,Branch,Doctor,0,Transaksi Normal
16.55,26,159,1,6089.79,Debit,Tucson,Branch,Engineer,0,Transaksi Normal
91.32,58,77,1,2618.1,Debit,Milwaukee,Branch,Engineer,0,Transaksi Normal
195.49,31,212,1,11988.12,Debit,Memphis,ATM,Doctor,0,Transaksi Normal
49.62,55,111,1,3841.42,Debit,Portland,ATM,Engineer,0,Transaksi Normal
487.16,28,84,1,321.21,Credit,Los Angeles,Branch,Student,1,Transaksi Abnormal
405.6,37,44,1,9754.73,Debit,Tucson,Online,Engineer,0,Transaksi Normal
512.95,57,143,1,9584.52,Debit,Columbus,Branch,Engineer,0,Transaksi Normal
345.94,31,163,1,7624.56,Debit,Portland,ATM,Doctor,0,Transaksi Normal
356.56,47,52,1,2485.73,Debit,New York,Online,Engineer,0,Transaksi Normal
10.31,36,280,1,2137.9,Debit,Louisville,Online,Engineer,0,Transaksi Normal
211.69,30,111,1,6412.85,Debit,Atlanta,Branch,Doctor,0,Transaksi Normal
221.49,23,196,1,707.25,Credit,Oklahoma City,Branch,Student,1,Transaksi Abnormal
278.23,48,83,1,8300.54,Debit,Fresno,Online,Engineer,0,Transaksi Normal
116.88,45,263,1,7717.34,Debit,Memphis,ATM,Doctor,0,Transaksi Normal
328.77,39,247,1,6967.03,Credit,San Diego,Online,Doctor,1,Transaksi Abnormal
77.53,54,55,1,5158.6,Debit,Louisville,Branch,Retired,0,Transaksi Normal
421.74,67,103,1,12031.14,Debit,San Jose,Online,Doctor,0,Transaksi Normal
313.69,73,152,1,7093.68,Debit,Oklahoma City,Branch,Retired,0,Transaksi Normal
411.72,29,153,1,8539.86,Debit,Washington,Branch,Doctor,0,Transaksi Normal
508.73,59,89,1,7640.57,Debit,Chicago,Branch,Retired,0,Transaksi Normal
153.08,24,201,1,1292.21,Debit,Omaha,ATM,Student,0,Transaksi Normal
23.01,63,166,1,5958.75,Debit,Las Vegas,Branch,Retired,0,Transaksi Normal
69.28,25,129,1,708.74,Debit,Los Angeles,Online,Student,0,Transaksi Normal
51.25,28,66,1,1744.4,Credit,Austin,Branch,Student,1,Transaksi Abnormal
407.65,25,263,1,273.78,Debit,Denver,ATM,Student,0,Transaksi Normal
459.25,25,59,1,130.76,Debit,Tucson,Branch,Student,0,Transaksi Normal
301.56,49,118,1,10389.6,Debit,Seattle,Branch,Doctor,0,Transaksi Normal
17.67,63,91,1,1048.18,Debit,San Diego,Online,Doctor,0,Transaksi Normal
5.29,32,132,1,12896.68,Credit,San Francisco,Online,Doctor,1,Transaksi Abnormal
401.37,43,251,1,8208.54,Debit,Los Angeles,Branch,Engineer,0,Transaksi Normal
145.4,38,24,1,5244.49,Debit,Tucson,Online,Engineer,0,Transaksi Normal
556.34,37,46,1,11935.14,Debit,Seattle,Online,Doctor,0,Transaksi Normal
34.31,24,251,1,1484.76,Debit,Philadelphia,ATM,Student,0,Transaksi Normal
780.59,23,145,1,6513.34,Credit,Tucson,Online,Student,1,Transaksi Abnormal
282.65,35,161,1,13801.15,Debit,Fort Worth,ATM,Doctor,0,Transaksi Normal
305.27,68,147,1,12958.65,Debit,Las Vegas,Online,Doctor,0,Transaksi Normal
185.81,32,116,1,9588.71,Debit,Austin,Online,Doctor,0,Transaksi Normal
66.01,49,179,1,3475.99,Debit,Milwaukee,Online,Engineer,0,Transaksi Normal
447.95,29,75,1,7544.4,Debit,Tucson,Branch,Engineer,0,Transaksi Normal
279.3,19,48,1,1193.61,Debit,Oklahoma City,ATM,Student,0,Transaksi Normal
26.75,33,27,1,12063.77,Debit,Indianapolis,Online,Doctor,0,Transaksi Normal
611.15,27,121,1,892.83,Debit,Detroit,ATM,Student,0,Transaksi Normal
275.2,54,81,1,1230.12,Debit,New York,Online,Engineer,0,Transaksi Normal
427.79,18,189,1,1479.67,Debit,San Jose,Branch,Student,0,Transaksi Normal
469.13,54,139,1,1265.28,Credit,San Antonio,ATM,Doctor,1,Transaksi Abnormal
102.81,76,47,1,3228.87,Debit,Seattle,Branch,Retired,0,Transaksi Normal
22.61,19,145,1,1111.67,Debit,Seattle,Online,Student,0,Transaksi Normal
68.28,56,293,1,3213.16,Debit,Boston,Online,Engineer,0,Transaksi Normal
33.65,63,146,1,12719.93,Credit,New York,Online,Doctor,1,Transaksi Abnormal
362.68,63,137,1,2040.77,Credit,Miami,ATM,Retired,1,Transaksi Abnormal
73.23,20,172,1,1309.85,Debit,San Francisco,Branch,Student,0,Transaksi Normal
654.49,25,104,1,164.61,Credit,Austin,Online,Student,1,Transaksi Abnormal
18.56,49,161,1,4230.37,Credit,Memphis,Branch,Engineer,1,Transaksi Abnormal
389.05,27,41,1,761.0,Debit,Dallas,ATM,Student,0,Transaksi Normal
7.38,67,105,1,2923.83,Debit,Houston,Online,Retired,0,Transaksi Normal
109.48,61,93,1,7372.47,Debit,Baltimore,Online,Retired,0,Transaksi Normal
66.91,39,85,1,871.1,Debit,Seattle,ATM,Doctor,0,Transaksi Normal
335.48,45,155,1,3023.16,Debit,Oklahoma City,Branch,Engineer,0,Transaksi Normal
38.14,19,174,1,1119.21,Debit,Albuquerque,Online,Student,0,Transaksi Normal
1076.98,60,173,1,11833.73,Debit,Detroit,Branch,Doctor,0,Transaksi Normal
360.02,68,68,1,6400.59,Debit,Dallas,Online,Retired,0,Transaksi Normal
567.71,63,80,1,13884.24,Debit,Memphis,Online,Doctor,0,Transaksi Normal
218.19,19,185,1,620.83,Debit,Austin,ATM,Student,0,Transaksi Normal
209.99,19,40,1,1938.01,Debit,Denver,ATM,Student,0,Transaksi Normal
11.02,19,280,1,964.79,Debit,Tucson,Branch,Student,0,Transaksi Normal
83.43,56,109,1,1870.16,Debit,New York,Online,Retired,0,Transaksi Normal
344.97,34,106,1,5577.94,Debit,Austin,Online,Doctor,0,Transaksi Normal
172.29,36,283,1,8700.8,Debit,El Paso,ATM,Engineer,0,Transaksi Normal
195.54,60,255,1,2794.66,Debit,Omaha,Online,Retired,0,Transaksi Normal
101.23,45,87,1,6169.71,Debit,Colorado Springs,Online,Engineer,0,Transaksi Normal
180.46,25,34,1,831.75,Debit,Fresno,ATM,Student,0,Transaksi Normal
692.55,53,109,1,2451.56,Debit,Charlotte,Branch,Retired,0,Transaksi Normal
147.31,34,92,1,13625.52,Credit,Mesa,Online,Doctor,1,Transaksi Abnormal
107.48,20,103,1,1379.39,Debit,Los Angeles,Branch,Student,0,Transaksi Normal
1831.02,62,83,1,11498.01,Credit,Columbus,Online,Doctor,1,Transaksi Abnormal
81.51,25,97,1,865.49,Debit,Washington,Branch,Student,0,Transaksi Normal
365.48,76,216,1,7147.4,Credit,Seattle,Online,Retired,1,Transaksi Abnormal
491.1,35,125,1,7833.85,Credit,Houston,Online,Engineer,1,Transaksi Abnormal
452.8,80,151,1,4840.67,Debit,Los Angeles,Branch,Retired,0,Transaksi Normal
645.04,70,78,1,7361.47,Debit,Memphis,Branch,Retired,0,Transaksi Normal
169.28,45,114,1,5128.44,Debit,Philadelphia,Branch,Doctor,0,Transaksi Normal
88.42,62,91,1,12381.45,Debit,El Paso,ATM,Doctor,0,Transaksi Normal
155.53,29,66,1,4008.05,Debit,Baltimore,ATM,Engineer,0,Transaksi Normal
991.82,43,300,1,3493.13,Debit,Milwaukee,Online,Engineer,0,Transaksi Normal
39.24,77,106,1,6462.41,Debit,Dallas,ATM,Retired,0,Transaksi Normal
152.01,42,111,3,4625.12,Debit,Fort Worth,ATM,Engineer,0,Transaksi Normal
78.77,48,50,1,6470.57,Credit,Las Vegas,ATM,Engineer,1,Transaksi Abnormal
26.5,48,179,1,4854.83,Debit,Indianapolis,Online,Engineer,0,Transaksi Normal
83.62,48,146,1,12652.22,Debit,Raleigh,ATM,Doctor,0,Transaksi Normal
142.78,68,150,1,11705.88,Debit,San Diego,Branch,Doctor,0,Transaksi Normal
55.99,35,95,1,932.61,Debit,El Paso,ATM,Doctor,0,Transaksi Normal
774.48,61,31,1,11613.58,Debit,Louisville,Branch,Doctor,0,Transaksi Normal
105.37,25,160,1,1068.55,Debit,Sacramento,ATM,Student,0,Transaksi Normal
118.83,28,295,1,1616.3,Debit,Virginia Beach,Online,Student,0,Transaksi Normal
46.22,23,217,1,471.28,Debit,San Jose,Branch,Student,0,Transaksi Normal
659.71,21,148,1,106.86,Credit,San Jose,Branch,Student,1,Transaksi Abnormal
377.97,72,160,1,2457.1,Debit,Miami,Online,Retired,0,Transaksi Normal
114.1,69,148,1,5882.12,Debit,Boston,Branch,Retired,0,Transaksi Normal
11.3,55,41,1,1938.99,Credit,Louisville,Online,Retired,1,Transaksi Abnormal
95.5,57,17,1,4079.09,Debit,Omaha,Online,Retired,0,Transaksi Normal
130.93,28,149,1,860.12,Credit,Houston,Branch,Engineer,1,Transaksi Abnormal
272.97,68,174,1,7811.31,Debit,Boston,Online,Retired,0,Transaksi Normal
73.35,24,47,1,1181.84,Debit,San Francisco,Branch,Student,0,Transaksi Normal
29.94,58,243,1,10915.54,Debit,San Francisco,ATM,Doctor,0,Transaksi Normal
307.24,19,136,2,1670.72,Debit,San Jose,ATM,Student,0,Transaksi Normal
50.52,20,140,1,1121.19,Debit,Boston,Online,Student,0,Transaksi Normal
820.46,53,243,1,5621.86,Credit,Fort Worth,Online,Engineer,1,Transaksi Abnormal
153.07,56,116,1,8873.43,Debit,Detroit,ATM,Engineer,0,Transaksi Normal
52.94,41,146,1,6990.92,Debit,Tucson,Branch,Doctor,0,Transaksi Normal
384.41,60,65,1,7831.56,Debit,Jacksonville,ATM,Engineer,0,Transaksi Normal
235.42,51,175,1,6173.23,Debit,Phoenix,Branch,Retired,0,Transaksi Normal
114.23,56,64,1,9523.72,Debit,Dallas,ATM,Doctor,0,Transaksi Normal
12.62,33,61,1,6420.47,Debit,El Paso,Branch,Doctor,0,Transaksi Normal
997.37,23,145,1,1146.09,Debit,Fort Worth,ATM,Student,0,Transaksi Normal
373.52,35,235,1,6430.41,Debit,Colorado Springs,ATM,Engineer,0,Transaksi Normal
336.05,28,164,1,1635.05,Debit,San Antonio,Branch,Student,0,Transaksi Normal
366.93,66,33,1,6697.79,Debit,Houston,Online,Retired,0,Transaksi Normal
112.27,58,102,1,7369.89,Debit,Seattle,Branch,Doctor,0,Transaksi Normal
494.96,40,132,1,6903.68,Debit,Sacramento,ATM,Engineer,0,Transaksi Normal
561.58,65,23,1,11748.86,Debit,Sacramento,Online,Doctor,0,Transaksi Normal
440.94,42,148,1,7303.23,Debit,San Antonio,Online,Doctor,0,Transaksi Normal
71.9,29,51,1,10619.35,Debit,Los Angeles,Branch,Doctor,0,Transaksi Normal
256.66,54,137,1,1794.5,Credit,Raleigh,Online,Retired,1,Transaksi Abnormal
166.55,59,99,1,12970.21,Credit,Houston,Branch,Doctor,1,Transaksi Abnormal
276.26,56,143,1,120.89,Debit,Louisville,Branch,Doctor,0,Transaksi Normal
35.46,67,164,1,5692.31,Debit,Indianapolis,ATM,Doctor,0,Transaksi Normal
38.14,50,165,1,9879.87,Debit,Portland,Branch,Engineer,0,Transaksi Normal
506.26,64,86,1,6266.65,Credit,Baltimore,ATM,Retired,1,Transaksi Abnormal
736.32,31,28,1,14268.95,Debit,Indianapolis,Online,Doctor,0,Transaksi Normal
389.43,52,151,1,6449.83,Credit,Austin,ATM,Engineer,1,Transaksi Abnormal
25.58,60,166,1,6741.41,Debit,Omaha,ATM,Engineer,0,Transaksi Normal
446.1,25,243,1,1008.44,Debit,Seattle,ATM,Student,0,Transaksi Normal
147.74,23,15,1,1711.78,Debit,Raleigh,Branch,Student,0,Transaksi Normal
1228.81,26,254,1,1821.0,Debit,San Francisco,ATM,Student,0,Transaksi Normal
46.23,77,282,1,5107.75,Debit,Fresno,Online,Retired,0,Transaksi Normal
265.37,33,77,1,5229.95,Debit,Washington,Branch,Engineer,0,Transaksi Normal
342.57,20,91,1,339.16,Debit,Boston,Online,Student,0,Transaksi Normal
417.26,32,45,1,10442.48,Credit,New York,Online,Doctor,1,Transaksi Abnormal
33.63,63,76,1,4324.4,Debit,Columbus,Online,Retired,0,Transaksi Normal
64.58,55,173,1,6292.29,Debit,El Paso,Branch,Retired,0,Transaksi Normal
23.23,21,122,1,269.01,Credit,Miami,Branch,Student,1,Transaksi Abnormal
160.52,78,112,1,5379.25,Credit,Jacksonville,ATM,Retired,1,Transaksi Abnormal
278.88,64,179,2,1334.09,Debit,Kansas City,Branch,Doctor,0,Transaksi Normal
285.49,53,109,1,6366.84,Credit,Charlotte,Branch,Doctor,1,Transaksi Abnormal
71.87,22,258,1,1839.1,Debit,Nashville,ATM,Student,0,Transaksi Normal
308.8,53,41,1,3966.54,Debit,Baltimore,ATM,Retired,0,Transaksi Normal
135.35,33,82,1,9983.36,Debit,Houston,Branch,Engineer,0,Transaksi Normal
288.43,66,72,1,4577.09,Debit,Phoenix,Branch,Retired,0,Transaksi Normal
147.46,65,205,1,7458.03,Credit,Albuquerque,Online,Doctor,1,Transaksi Abnormal
214.15,32,217,1,6397.29,Debit,Detroit,Branch,Engineer,0,Transaksi Normal
71.34,49,144,3,6345.03,Debit,Miami,Online,Engineer,0,Transaksi Normal
170.36,30,118,1,6034.73,Debit,Indianapolis,ATM,Doctor,0,Transaksi Normal
965.66,53,32,1,765.81,Debit,Raleigh,ATM,Engineer,0,Transaksi Normal
736.53,55,120,1,9826.26,Debit,Philadelphia,ATM,Engineer,0,Transaksi Normal
213.42,45,17,1,3736.38,Debit,Columbus,ATM,Engineer,0,Transaksi Normal
94.09,27,203,1,646.85,Debit,Miami,Branch,Student,0,Transaksi Normal
91.23,72,86,1,6385.12,Debit,Boston,ATM,Retired,0,Transaksi Normal
263.92,57,233,1,4161.71,Credit,San Diego,Branch,Retired,1,Transaksi Abnormal
77.5,51,201,1,11079.77,Credit,Fort Worth,Online,Doctor,1,Transaksi Abnormal
3.65,69,146,1,10017.11,Debit,Miami,Online,Doctor,0,Transaksi Normal
43.88,26,251,1,1644.09,Credit,Seattle,Online,Student,1,Transaksi Abnormal
591.98,28,132,1,387.65,Debit,El Paso,ATM,Student,0,Transaksi Normal
224.79,18,129,1,528.38,Debit,Boston,Online,Student,0,Transaksi Normal
64.3,55,67,1,7530.3,Debit,Louisville,ATM,Retired,0,Transaksi Normal
111.79,62,49,1,10887.59,Debit,Jacksonville,Online,Doctor,0,Transaksi Normal
927.16,59,153,1,7104.61,Debit,San Francisco,ATM,Retired,0,Transaksi Normal
613.7,61,37,1,7307.11,Credit,Fort Worth,Branch,Retired,1,Transaksi Abnormal
26.07,20,19,3,349.98,Debit,Baltimore,Branch,Student,0,Transaksi Normal
170.45,60,199,1,2284.41,Debit,San Francisco,Branch,Engineer,0,Transaksi Normal
344.27,22,123,1,1918.36,Debit,San Antonio,Branch,Student,0,Transaksi Normal
872.72,22,288,1,503.01,Debit,Washington,Online,Student,0,Transaksi Normal
292.95,37,56,1,1216.91,Debit,Memphis,Branch,Engineer,0,Transaksi Normal
28.44,18,243,1,1071.04,Debit,Fresno,ATM,Student,0,Transaksi Normal
209.02,21,74,1,187.9,Debit,El Paso,ATM,Student,0,Transaksi Normal
20.05,72,171,1,7145.67,Debit,Chicago,ATM,Retired,0,Transaksi Normal
175.02,28,71,1,1493.88,Debit,Phoenix,Online,Student,0,Transaksi Normal
89.5,41,134,1,8658.95,Credit,Louisville,Branch,Engineer,1,Transaksi Abnormal
69.96,28,31,1,164.12,Debit,Baltimore,Branch,Student,0,Transaksi Normal
146.51,53,68,1,7089.9,Debit,Albuquerque,ATM,Engineer,0,Transaksi Normal
376.78,21,88,1,841.65,Credit,Nashville,Online,Student,1,Transaksi Abnormal
148.54,71,107,1,5677.05,Credit,Columbus,Branch,Retired,1,Transaksi Abnormal
388.77,26,30,1,1658.49,Credit,Jacksonville,Online,Student,1,Transaksi Abnormal
100.38,63,49,1,10171.68,Debit,Seattle,Branch,Doctor,0,Transaksi Normal
137.23,64,63,1,13847.99,Debit,Fresno,Branch,Doctor,0,Transaksi Normal
870.3,51,229,1,3688.98,Debit,San Jose,ATM,Retired,0,Transaksi Normal
458.94,52,180,1,5619.95,Debit,Detroit,Branch,Engineer,0,Transaksi Normal
327.35,20,175,1,342.08,Credit,Memphis,Branch,Student,1,Transaksi Abnormal
757.15,53,38,1,4702.86,Debit,Raleigh,Online,Engineer,0,Transaksi Normal
5.64,59,47,1,12703.24,Debit,Boston,Online,Doctor,0,Transaksi Normal
47.23,73,160,1,6659.81,Credit,Memphis,Online,Retired,1,Transaksi Abnormal
239.41,42,248,1,7860.65,Credit,Baltimore,Online,Doctor,1,Transaksi Abnormal
7.48,55,29,1,1275.2,Debit,San Antonio,ATM,Engineer,0,Transaksi Normal
170.97,26,292,1,1265.27,Debit,Nashville,Branch,Student,0,Transaksi Normal
262.43,37,274,5,12841.01,Credit,San Diego,Online,Doctor,1,Transaksi Abnormal
659.15,22,204,1,1241.59,Debit,Boston,ATM,Student,0,Transaksi Normal
31.53,25,283,1,874.93,Debit,Kansas City,Online,Student,0,Transaksi Normal
111.66,48,140,1,5716.72,Credit,Washington,Online,Engineer,1,Transaksi Abnormal
250.01,62,88,1,1541.48,Debit,Kansas City,ATM,Retired,0,Transaksi Normal
554.15,49,108,1,14817.22,Debit,Raleigh,ATM,Doctor,0,Transaksi Normal
598.66,32,222,1,2587.11,Credit,Charlotte,Branch,Engineer,1,Transaksi Abnormal
28.38,55,98,1,173.7,Debit,Sacramento,Branch,Doctor,0,Transaksi Normal
16.8,49,94,1,11847.07,Debit,San Diego,ATM,Doctor,0,Transaksi Normal
896.79,33,168,1,11146.74,Debit,Dallas,Online,Doctor,0,Transaksi Normal
159.0,49,38,1,369.79,Debit,Las Vegas,ATM,Engineer,0,Transaksi Normal
56.31,75,195,1,6396.08,Credit,Houston,Online,Retired,1,Transaksi Abnormal
203.99,52,215,1,4840.31,Debit,Philadelphia,Online,Retired,0,Transaksi Normal
50.99,29,76,1,1334.6,Debit,Detroit,Branch,Doctor,0,Transaksi Normal
